,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
0,1,835207,众诚科技,32.0,22.89,5.96,172225.0,528834751.65,30.88,33.85,25.81,26.46,26.04,6.77,30.58,-115.21,10.35,3007840000.0,1802062976.0,-0.34,-1.48,-7.94,78.97
1,2,300584,海辰药业,34.32,20.0,5.72,229934.0,735334465.19,19.86,34.32,28.64,29.04,28.6,1.13,28.0,68.47,4.01,4118400000.0,2818190953.0,0.0,0.0,77.09,70.24
2,3,300765,新诺威,63.0,20.0,10.5,126650.0,723928711.74,21.98,63.0,51.46,52.42,52.5,1.11,1.02,-822.34,24.06,88489355472.0,78565563342.0,0.0,0.0,61.66,137.11
3,4,300921,南凌科技,31.99,19.99,5.33,192154.0,577116113.37,20.44,31.99,26.54,26.56,26.66,7.33,24.2,316.42,5.12,4212820842.0,2540553189.0,0.0,0.0,-3.06,18.04
4,5,688062,迈威生物-U,27.9,17.67,4.19,266547.0,692344793.0,21.3,28.38,23.33,23.7,23.71,1.69,13.06,-9.55,8.73,11148840000.0,5696343000.0,0.54,-0.11,53.72,38.12
5,6,300920,润阳科技,46.99,16.66,6.71,67618.0,297875366.44,19.61,48.0,40.1,40.14,40.28,1.91,10.3,237.3,4.03,4699000000.0,3085939028.0,-0.02,-1.09,144.23,177.72
6,7,688316,青云科技-U,68.07,15.31,9.04,138683.0,908141087.0,18.36,70.84,60.0,61.0,59.03,5.02,38.58,-35.52,50.74,3253724762.0,2446723055.0,-0.63,-2.56,-13.4,103.19
7,8,300255,常山药业,43.41,15.12,5.7,690719.0,2894884104.25,17.5,44.44,37.84,38.04,37.71,1.23,7.54,2636.83,25.48,39896432714.0,39766932262.0,0.16,0.09,113.0,117.16
8,9,871634,新威凌,29.08,13.86,3.54,86460.0,249734681.95,17.31,30.19,25.77,25.77,25.54,4.08,21.62,152.27,6.95,1854200298.0,1163123461.0,-0.03,0.1,3.93,93.87
9,10,688025,杰普特,53.07,12.18,5.76,81523.0,420619425.0,15.28,54.39,47.16,47.5,47.31,3.65,8.58,34.98,2.44,5044272879.0,5044272879.0,-0.17,-0.21,3.79,11.73
10,11,301026,浩通科技,25.45,11.72,2.67,184687.0,467980613.44,12.55,26.98,24.12,24.31,22.78,4.27,16.55,40.69,2.72,4028072969.0,2839727950.0,-0.12,0.08,21.42,31.59
11,12,301306,西测测试,49.89,11.06,4.97,172435.0,842523158.9,14.72,52.61,46.0,47.24,44.92,4.88,43.9,-52.76,4.22,4210716000.0,1959679200.0,-0.02,1.59,12.11,33.5
12,13,688163,赛伦生物,22.0,10.89,2.16,121575.0,265327077.0,12.55,23.0,20.51,20.68,19.84,3.52,27.4,158.41,2.21,2380840000.0,976184000.0,-0.09,0.05,24.22,26.73
13,14,688700,东威科技,37.94,10.42,3.58,110104.0,402268051.0,14.38,39.0,34.06,34.26,34.36,4.05,3.69,166.43,6.47,11321347598.0,11321347598.0,0.03,-0.16,14.55,28.78
14,15,600844,丹化科技,3.36,10.16,0.31,555093.0,183234467.0,10.49,3.36,3.04,3.06,3.05,2.91,6.75,-23.32,17.73,3415521446.0,2764374930.0,0.0,0.0,29.23,31.25
15,16,600322,津投城开,2.71,10.16,0.25,883355.0,231082273.0,10.16,2.71,2.46,2.46,2.46,3.31,7.99,-4.01,-17.65,2996447000.0,2996447000.0,0.0,0.0,13.87,-0.37
16,17,600800,渤海化学,4.36,10.1,0.4,1452228.0,615798251.0,11.36,4.36,3.91,3.98,3.96,2.29,13.09,-7.16,3.03,4839797142.0,4838423742.0,0.0,0.0,45.33,43.42
17,18,000889,中嘉博创,3.6,10.09,0.33,120198.0,43271128.8,0.0,3.6,3.6,3.6,3.27,0.85,1.38,-149.34,35.6,3370648018.0,3131458834.0,0.0,0.0,36.88,39.0
18,19,000701,厦门信达,6.66,10.08,0.61,683717.0,451160817.49,5.79,6.66,6.31,6.66,6.05,2.82,10.24,139.66,-9.62,4500875326.0,4446922333.0,0.0,0.0,32.41,45.73
19,20,600151,航天机电,7.22,10.06,0.66,967649.0,689554558.0,9.76,7.22,6.58,6.59,6.56,7.51,6.75,-231.58,2.13,10355301512.0,10355301512.0,0.0,0.0,-6.23,-9.52
20,21,002546,新联电子,6.02,10.05,0.55,1196333.0,711868811.6,6.95,6.02,5.64,5.71,5.47,5.18,14.93,11.7,1.51,5020975558.0,4823417218.0,0.0,0.0,22.36,42.99
21,22,002467,二六三,6.68,10.05,0.61,2458288.0,1576601760.71,11.2,6.68,6.0,6.01,6.07,1.78,18.03,142.76,4.84,9187484112.0,9108825716.0,0.0,0.0,5.7,21.23
22,23,603680,今创集团,11.51,10.04,1.05,140015.0,156917053.0,7.74,11.51,10.7,10.98,10.46,0.99,1.79,15.1,1.65,9020603008.0,9020603008.0,0.0,0.0,36.21,38.67
23,24,000815,美利云,13.59,10.04,1.24,1218571.0,1631663279.91,5.59,13.59,12.9,12.9,12.35,4.96,17.53,215.6,7.11,9448624646.0,9448624646.0,0.0,0.0,9.24,18.69
24,25,603032,德新科技,14.58,10.04,1.33,90140.0,129868014.0,10.34,14.58,13.21,13.25,13.25,3.31,3.89,-792.04,3.1,3404644034.0,3377647123.0,0.0,0.0,-6.3,8.4
25,26,600232,金鹰股份,6.36,10.03,0.58,123329.0,76307582.0,12.11,6.36,5.66,5.77,5.78,2.52,3.38,-139.05,2.41,2319609940.0,2319609940.0,0.0,0.0,6.53,21.61
26,27,003040,楚天龙,15.58,10.03,1.42,290965.0,446166926.95,7.77,15.58,14.48,14.61,14.16,0.75,6.37,97.77,4.91,7184498444.0,7117727020.0,0.0,0.0,9.18,19.48
27,28,603879,永悦科技,6.47,10.03,0.59,805166.0,493746124.0,14.8,6.47,5.6,5.62,5.88,2.12,22.41,-99.58,8.99,2324958527.0,2324958527.0,0.0,0.0,60.15,68.49
28,29,603045,福达合金,18.54,10.03,1.69,116950.0,214370390.0,10.27,18.54,16.81,16.85,16.85,1.87,8.63,-122.57,2.62,2511153174.0,2511153174.0,0.0,0.0,23.85,45.53
29,30,603017,中衡设计,12.41,10.02,1.13,814639.0,1000014379.0,5.67,12.41,11.77,12.04,11.28,2.0,29.53,40.05,2.31,3423990705.0,3423990705.0,0.0,0.0,41.18,54.55
30,31,603042,华脉科技,18.67,10.02,1.7,806938.0,1478929248.0,6.6,18.67,17.55,18.0,16.97,3.87,50.25,-80.27,3.37,2998212313.0,2998212313.0,0.0,0.0,31.57,24.05
31,32,603937,丽岛新材,10.43,10.02,0.95,61658.0,63322663.0,10.44,10.43,9.44,9.51,9.48,2.71,2.95,-44.44,1.41,2178627245.0,2178627245.0,0.0,0.0,14.36,15.12
32,33,603679,华体科技,15.6,10.01,1.42,62471.0,97454822.0,0.0,15.6,15.6,15.6,14.18,1.33,3.8,-282.61,3.19,2567473927.0,2567473927.0,0.0,0.0,15.38,18.45
33,34,002213,大为股份,16.49,10.01,1.5,217095.0,347599512.24,8.61,16.49,15.2,15.67,14.99,1.89,10.53,-517.73,6.95,3913429556.0,3400479480.0,0.0,0.0,-5.5,21.7
34,35,002153,石基信息,9.01,10.01,0.82,298669.0,267283897.27,4.88,9.01,8.61,8.88,8.19,1.34,1.87,291.18,3.49,24590036507.0,14413871874.0,0.0,0.0,5.01,26.19
35,36,605099,XD共创草,36.53,10.0,3.32,176906.0,619138569.0,11.17,36.53,32.82,35.6,33.21,3.78,4.42,23.51,5.52,14671982260.0,14615287700.0,0.0,0.0,75.2,79.6
36,37,000599,青岛双星,5.61,10.0,0.51,858731.0,457466732.61,11.37,5.61,5.03,5.09,5.1,1.84,10.51,-10.98,3.08,4582017917.0,4581940078.0,0.0,0.0,23.03,26.35
37,38,000603,盛达资源,15.4,10.0,1.4,394412.0,590219325.15,6.29,15.4,14.52,14.6,14.0,2.53,5.92,320.66,3.5,10625527928.0,10267431929.0,0.0,0.0,8.83,28.44
38,39,002992,宝明科技,61.72,10.0,5.61,77658.0,460857879.18,11.94,61.72,55.02,56.0,56.11,3.23,9.88,-159.55,15.8,11235700441.0,4852788326.0,0.0,0.0,-2.26,-1.41
39,40,601212,白银有色,3.19,10.0,0.29,2408422.0,760807246.0,6.9,3.19,2.99,2.99,2.9,3.36,3.25,-133.96,1.57,23621230690.0,23621230690.0,0.0,0.0,12.72,14.75
40,41,603829,洛凯股份,17.61,9.99,1.6,38244.0,66770166.0,7.68,17.61,16.38,16.38,16.01,1.88,2.39,25.22,2.62,2817600000.0,2817600000.0,0.0,0.0,24.72,30.64
41,42,000506,中润资源,8.92,9.99,0.81,898465.0,780197318.37,12.58,8.92,7.9,7.95,8.11,2.51,9.67,-667.28,15.67,8286838428.0,8283744972.0,0.0,0.0,73.88,124.69
42,43,603585,苏利股份,19.06,9.98,1.73,175886.0,330261066.0,6.81,19.06,17.88,18.22,17.33,5.98,9.77,25.67,1.47,3504245671.0,3430864671.0,0.0,0.0,27.41,59.23
43,44,002951,金时科技,12.34,9.98,1.12,287372.0,349915947.98,6.77,12.34,11.58,12.34,11.22,2.9,7.1,-49.4,2.59,4997700000.0,4997681490.0,0.0,0.0,94.64,84.73
44,45,600735,新华锦,9.26,9.98,0.84,532807.0,474687019.0,12.0,9.26,8.25,8.45,8.42,1.9,12.52,157.56,3.28,3970486308.0,3939683918.0,0.0,0.0,81.93,103.07
45,46,605033,美邦股份,21.59,9.98,1.96,172373.0,353789660.0,12.43,21.59,19.15,19.31,19.63,1.33,12.75,24.36,2.56,2918968000.0,2918968000.0,0.0,0.0,12.57,79.47
46,47,002940,昂利康,19.62,9.98,1.78,295489.0,549190390.45,12.72,19.62,17.35,17.83,17.84,1.74,15.95,62.21,2.56,3957907009.0,3635104663.0,0.0,0.0,48.64,48.86
47,48,002629,仁智股份,5.73,9.98,0.52,295069.0,168252181.69,3.45,5.73,5.55,5.68,5.21,2.52,8.29,-212.11,45.35,2441541540.0,2039595981.0,0.0,0.0,16.46,34.82
48,49,000722,湖南发展,14.33,9.98,1.3,648700.0,897259767.22,11.44,14.33,12.84,13.0,13.03,1.58,13.98,391.69,2.14,6651388181.0,6651388181.0,0.0,0.0,51.0,51.64
49,50,002826,易明医药,16.21,9.97,1.47,15599.0,25285979.0,0.0,16.21,16.21,16.21,14.74,0.22,0.9,41.12,4.06,3090886328.0,2799689644.0,0.0,0.0,57.23,56.47
50,51,605122,四方新材,12.79,9.97,1.16,66693.0,83342426.0,10.23,12.79,11.6,11.63,11.63,2.73,3.87,-641.67,1.08,2204407660.0,2204407660.0,0.0,0.0,11.12,20.32
51,52,603226,菲林格尔,10.93,9.96,0.99,74595.0,81380809.0,2.31,10.93,10.7,10.93,9.94,0.68,2.1,-71.05,4.18,3885525046.0,3885525046.0,0.0,0.0,49.93,131.08
52,53,600468,百利电气,7.95,9.96,0.72,2815871.0,2174997087.0,15.77,7.95,6.81,7.02,7.23,1.14,25.89,67.61,4.42,8647495802.0,8647495802.0,0.0,0.0,85.75,69.15
53,54,002298,中电鑫龙,7.95,9.96,0.72,1269499.0,1004669555.67,4.56,7.95,7.62,7.95,7.23,2.5,19.42,34.84,2.85,5883881663.0,5196640057.0,0.0,0.0,27.2,49.44
54,55,002391,长青股份,6.19,9.95,0.56,748731.0,458561413.86,10.12,6.19,5.62,5.64,5.63,5.28,16.13,60.23,0.95,4020977885.0,2872907820.0,0.0,0.0,23.31,23.55
55,56,600082,海泰发展,4.53,9.95,0.41,93988.0,42576356.0,0.0,4.53,4.53,4.53,4.12,0.31,1.48,-53.36,1.66,2926904692.0,2873539416.0,0.0,0.0,50.0,65.33
56,57,002522,浙江众成,5.31,9.94,0.48,810739.0,417657459.11,10.97,5.31,4.78,4.83,4.83,2.66,8.96,82.43,2.11,4809688545.0,4805655557.0,0.0,0.0,3.51,36.5
57,58,601789,宁波建工,5.87,9.93,0.53,2346387.0,1348805259.0,10.3,5.87,5.32,5.34,5.34,8.79,21.59,21.13,1.4,6379507723.0,6379507723.0,0.0,0.0,-10.38,32.21
58,59,600403,大有能源,4.1,9.92,0.37,379089.0,151913621.0,8.85,4.1,3.77,3.78,3.73,1.31,1.59,-7.93,1.82,9802330848.0,9802330848.0,0.0,0.0,48.01,39.46
59,60,002716,湖南白银,3.89,9.89,0.35,1634606.0,630570956.27,4.52,3.89,3.73,3.73,3.54,2.61,7.39,98.11,3.31,10981814833.0,8598763652.0,0.0,0.0,4.29,14.75
60,61,600939,重庆建工,3.67,9.88,0.33,1278890.0,455974501.0,13.77,3.67,3.21,3.3,3.34,4.34,6.72,-40.61,0.9,6979603978.0,6979603978.0,0.0,0.0,32.49,21.93
61,62,688778,厦钨新能,49.26,9.71,4.36,94247.0,456904448.0,10.71,50.35,45.54,45.66,44.9,4.79,2.24,44.41,2.34,20727179509.0,20727179509.0,-0.04,0.0,-6.21,7.93
62,63,300530,领湃科技,45.96,9.12,3.84,261749.0,1167174034.74,20.35,49.09,40.52,41.3,42.12,1.3,16.54,-74.19,57.49,7902884230.0,7274292067.0,-0.02,1.79,65.62,171.47
63,64,600751,海航科技,3.38,9.03,0.28,2545658.0,855503668.0,10.65,3.41,3.08,3.08,3.1,3.85,9.89,57.0,1.3,9799761707.0,8697378996.0,0.0,-0.29,20.28,28.52
64,65,300651,金陵体育,32.0,8.92,2.62,407278.0,1144498811.1,28.73,33.72,25.28,29.5,29.38,1.85,54.32,-608.07,5.38,4120087616.0,2399234432.0,0.03,1.85,132.05,155.8
65,66,301188,力诺药包,23.0,8.85,1.87,199589.0,446511307.56,17.04,24.14,20.54,20.95,21.13,1.87,8.54,33.15,3.55,5373093365.0,5373093365.0,0.09,0.13,38.06,54.16
66,67,300582,英飞特,12.93,8.84,1.05,203994.0,263523993.44,15.15,13.65,11.85,11.9,11.88,5.96,9.21,345.68,2.63,3860076790.0,2864876024.0,-0.31,-0.31,-8.43,-7.91
67,68,301209,联合化学,92.99,8.58,7.35,33929.0,312186528.62,9.93,95.29,86.79,86.89,85.64,2.14,9.89,157.4,14.26,10414880000.0,3189557000.0,-1.07,-1.07,255.06,384.83
68,69,301190,善水科技,26.32,8.4,2.04,131502.0,334046083.21,14.29,27.18,23.71,24.0,24.28,1.29,18.51,84.19,2.94,5649232680.0,1869954408.0,0.19,0.38,42.97,66.69
69,70,300300,ST峡创,4.26,8.4,0.33,468317.0,196783707.97,10.94,4.39,3.96,3.96,3.93,1.88,7.02,-67.36,18.03,2840768484.0,2840559318.0,0.0,0.0,44.41,47.92
70,71,000735,罗 牛 山,6.09,8.36,0.47,1248257.0,755236727.33,6.41,6.18,5.82,5.85,5.62,7.38,10.85,215.86,1.65,7012717690.0,7008965879.0,0.0,0.0,-1.77,-8.56
71,72,300095,华伍股份,9.04,8.26,0.69,1040140.0,964060781.52,15.21,10.0,8.73,8.75,8.35,4.06,30.71,96.09,2.28,3797615083.0,3062092794.0,-0.11,0.33,27.14,34.93
72,73,300221,银禧科技,8.94,8.23,0.68,676303.0,598687224.0,13.2,9.35,8.26,8.32,8.26,3.6,14.95,59.82,3.14,4287071374.0,4045344564.0,0.0,-0.11,6.81,53.08
73,74,000426,兴业银锡,15.42,8.21,1.17,1492761.0,2268096988.3,5.47,15.51,14.73,15.2,14.25,3.48,8.41,18.28,3.31,27380303095.0,27373668255.0,0.26,0.06,14.22,38.67
74,75,603121,华培动力,24.2,8.04,1.8,247620.0,580175209.0,7.46,24.26,22.59,22.65,22.4,1.88,7.31,142.04,6.57,8192515903.0,8192515903.0,0.21,0.54,25.78,119.4
75,76,833873,中设咨询,6.86,8.03,0.51,422954.0,292934185.16,22.52,7.61,6.18,6.28,6.35,3.33,38.38,-24.11,3.46,1052234834.0,755996127.0,0.0,1.78,11.36,55.2
76,77,688302,海创药业-U,50.66,8.02,3.76,67868.0,330137464.0,12.99,51.89,45.8,46.76,46.9,1.19,8.33,-39.06,4.31,5016130195.0,4129555979.0,0.04,-0.47,30.53,64.96
77,78,688183,生益电子,41.33,8.0,3.06,363763.0,1463140913.0,9.62,41.98,38.3,38.5,38.27,2.32,4.37,42.93,7.96,34379169163.0,34379169163.0,-0.07,0.29,46.04,5.95
78,79,603093,南华期货,18.69,7.97,1.38,792684.0,1442941288.0,13.81,19.04,16.65,17.9,17.31,3.2,12.99,33.25,2.78,11402131540.0,11402131540.0,-0.11,-0.48,48.45,58.12
79,80,603083,剑桥科技,45.11,7.84,3.28,711335.0,3114711684.0,11.59,45.95,41.1,41.83,41.83,2.85,26.54,96.17,5.15,12091367448.0,12090375028.0,0.0,-0.07,12.3,11.11
80,81,603276,恒兴新材,16.31,7.8,1.18,106992.0,170785515.0,8.13,16.4,15.17,15.17,15.13,2.04,13.78,65.72,1.94,3386763296.0,1266463296.0,0.0,0.06,6.46,19.57
81,82,301617,博苑股份,37.95,7.69,2.71,52456.0,196944218.74,12.91,39.67,35.12,35.24,35.24,5.4,16.56,25.83,3.11,5071638000.0,1202457059.0,0.0,0.08,-4.36,-2.54
82,83,605303,园林股份,11.97,7.64,0.85,145902.0,170714433.0,10.25,12.14,11.0,11.0,11.12,1.25,9.05,-30.69,1.91,1930011774.0,1930011774.0,0.17,0.76,21.15,57.92
83,84,873169,七丰精工,33.08,7.51,2.31,163610.0,559424772.86,14.43,36.89,32.45,32.46,30.77,2.08,32.2,307.81,8.76,2704137501.0,1680860629.0,0.06,-0.24,88.38,149.1
84,85,688158,优刻得-W,23.82,7.49,1.66,889441.0,2095511278.0,17.82,25.75,21.8,22.0,22.16,4.08,22.11,-60.32,4.57,10792724829.0,9581926289.0,-0.13,-0.25,-22.28,70.39
85,86,002596,海南瑞泽,3.73,7.49,0.26,1356650.0,509032531.23,6.92,3.82,3.58,3.72,3.47,5.11,11.83,-63.54,5.84,4280475332.0,4276314051.0,0.27,0.0,3.32,5.37
86,87,300570,太辰光,88.9,7.37,6.1,329736.0,2837889300.75,9.0,88.97,81.52,81.52,82.8,1.81,17.16,63.6,13.9,20191578476.0,17085959745.0,0.02,0.27,-0.56,22.28
87,88,688096,京源环保,17.63,7.37,1.21,130387.0,224501475.0,9.93,17.89,16.26,16.96,16.42,2.17,7.86,374.44,3.29,2923677661.0,2923677661.0,0.17,0.28,35.2,136.33
88,89,831152,昆工科技,21.36,7.34,1.46,56991.0,119697580.09,7.49,21.59,20.1,20.4,19.9,2.19,6.94,-22.67,5.91,2378258712.0,1754963766.0,0.05,0.23,1.38,91.57
89,90,688719,爱科赛博,35.41,7.3,2.41,59160.0,205999469.0,12.73,36.41,32.21,32.21,33.0,1.85,6.79,-48.52,2.41,4085797651.0,3086603937.0,-0.28,-0.87,7.99,25.12
90,91,300842,帝科股份,42.68,7.26,2.89,112124.0,466797303.45,7.97,42.74,39.57,39.57,39.79,4.73,8.89,43.68,3.49,6050420000.0,5385708748.0,-0.05,0.02,-10.82,4.81
91,92,603657,XD春光科,27.85,7.24,1.88,171676.0,471206376.0,13.86,28.57,24.97,25.05,25.97,1.42,12.7,326.3,4.03,3800113701.0,3765042893.0,-0.54,-0.5,65.09,62.87
92,93,688313,仕佳光子,35.25,7.11,2.34,434011.0,1494169708.0,10.79,35.58,32.03,32.03,32.91,1.57,9.46,43.38,12.52,16172782062.0,16172782062.0,-0.31,0.86,95.4,115.07
93,94,301191,菲菱科思,84.67,7.06,5.58,58069.0,486349943.07,10.48,86.86,78.57,78.57,79.09,3.48,12.82,136.96,3.54,5871187140.0,3835402319.0,-0.05,0.38,-18.27,-5.34
94,95,300587,天铁科技,6.29,6.97,0.41,659596.0,407433189.19,7.65,6.32,5.87,5.87,5.88,1.7,6.45,178.76,3.0,7336302483.0,6428493031.0,0.16,0.0,43.94,43.28
95,96,300368,汇金股份,11.08,6.95,0.72,1622333.0,1818638410.25,16.02,11.9,10.24,10.24,10.36,1.69,30.67,-104.25,42.63,5860693703.0,5860693703.0,1.0,0.73,134.75,155.3
96,97,002250,联化科技,12.8,6.93,0.83,2199611.0,2792350883.1,11.7,13.17,11.77,12.0,11.97,1.18,24.26,58.66,1.82,11665063898.0,11603637197.0,-1.92,-2.74,80.79,132.3
97,98,300927,江天化学,33.62,6.9,2.17,196422.0,650912843.94,9.83,34.29,31.2,31.7,31.45,2.33,13.94,1481.91,5.03,4853383200.0,4736678262.0,0.0,0.0,78.92,104.13
98,99,301063,海锅股份,27.16,6.89,1.75,85085.0,226314429.78,11.65,27.87,24.91,25.18,25.41,2.46,9.98,34.49,1.82,2834437264.0,2315298416.0,0.0,0.44,52.67,71.03
99,100,688520,神州细胞,46.44,6.88,2.99,99129.0,446576957.0,7.99,46.78,43.31,44.27,43.45,1.67,2.23,81.08,-51.1,20681390558.0,20681390558.0,-0.02,0.41,13.35,28.18
100,101,601061,中信金属,8.15,6.82,0.52,575022.0,459486571.0,6.95,8.17,7.64,7.65,7.63,5.47,11.47,17.49,1.78,39935000000.0,4084403853.0,0.12,0.0,10.14,12.26
101,102,300753,爱朋医疗,26.55,6.71,1.67,230711.0,603459278.61,15.11,28.36,24.6,25.47,24.88,1.36,27.99,-47.4,4.97,3346574400.0,2188610726.0,0.19,0.3,23.83,51.11
102,103,600459,贵研铂业,15.47,6.62,0.96,453181.0,692632474.0,4.55,15.57,14.91,14.98,14.51,3.86,6.01,14.45,1.61,11761764362.0,11661897962.0,0.06,0.0,10.66,12.67
103,104,605020,永和股份,22.24,6.56,1.37,194520.0,437727913.0,9.77,22.96,20.92,20.99,20.87,7.43,5.13,26.86,2.39,10463694664.0,8431660981.0,-0.09,0.04,-1.11,9.39
104,105,002827,高争民爆,31.03,6.56,1.91,283323.0,883372960.32,9.68,32.03,29.21,29.22,29.12,2.93,10.27,121.49,9.48,8564280000.0,8564245091.0,0.0,0.23,14.38,22.94
105,106,600531,豫光金铅,7.68,6.52,0.47,878093.0,663508279.0,4.99,7.72,7.36,7.36,7.21,2.93,8.05,9.15,1.47,8373165466.0,8373165466.0,0.13,0.0,2.67,19.63
106,107,688793,倍轻松,37.6,6.36,2.25,60423.0,223210041.0,8.88,38.15,35.01,35.45,35.35,1.82,7.03,-440.86,8.68,3231547754.0,3231547754.0,0.03,-0.45,3.3,26.17
107,108,603330,天洋新材,6.91,6.31,0.41,239037.0,162569399.0,7.38,6.94,6.46,6.46,6.5,3.62,5.88,-294.52,1.95,2989774915.0,2810388419.0,0.14,0.14,-9.2,8.99
108,109,002605,姚记科技,30.8,6.28,1.82,310767.0,933728914.25,9.35,31.19,28.48,28.8,28.98,2.11,9.25,22.78,3.79,12823230974.0,10346628292.0,-0.03,0.1,12.33,17.74
109,110,300963,中洲特材,30.88,6.26,1.82,449045.0,1335417143.14,11.63,31.58,28.2,29.21,29.06,0.91,21.72,195.72,9.52,10116288000.0,6383616832.0,-0.26,0.13,220.33,254.13
110,111,300340,科恒股份,13.1,6.16,0.76,652562.0,845866158.96,21.23,14.35,11.73,11.99,12.34,2.94,31.01,390.52,64.86,3614203082.0,2757085762.0,0.0,0.38,21.3,37.46
111,112,300808,久量股份,30.51,6.16,1.77,38341.0,114671997.5,7.34,30.61,28.5,29.0,28.74,1.75,3.64,-100.85,4.89,4881600000.0,3209634853.0,0.0,0.46,7.73,32.83
112,113,839493,并行科技,167.48,6.13,9.68,68762.0,1146355652.28,15.4,178.28,153.98,154.64,157.8,2.9,16.98,685.57,25.2,9855904910.0,6781795777.0,-0.01,-0.21,-16.27,136.52
113,114,002037,保利联合,9.4,6.09,0.54,604770.0,578826954.2,10.72,9.75,8.8,8.83,8.86,3.95,12.5,-18.84,2.41,4548505520.0,4548505520.0,0.0,-0.63,17.06,22.72
114,115,688377,迪威尔,23.47,6.01,1.33,35312.0,82065342.0,6.73,23.64,22.15,22.4,22.14,1.99,1.81,54.26,2.51,4568834490.0,4568834490.0,0.0,0.0,23.07,21.73
115,116,301277,新天地,17.02,5.98,0.96,447590.0,722475950.98,12.45,17.05,15.05,15.7,16.06,0.99,44.31,29.49,4.49,6673174368.0,1719333168.0,0.12,0.06,65.24,77.48
116,117,300268,*ST佳沃,11.28,5.92,0.63,39113.0,43362367.0,7.7,11.33,10.51,10.68,10.65,1.71,2.93,-2.72,-1.07,1964976000.0,1508220600.0,0.62,0.62,58.2,66.37
117,118,301336,趣睡科技,57.75,5.92,3.23,45505.0,257174536.0,8.97,58.49,53.6,54.6,54.52,2.84,17.67,60.29,2.84,2310000000.0,1486867536.0,0.03,0.09,-33.19,7.4
118,119,603068,博通集成,34.0,5.92,1.9,183385.0,625187992.0,11.71,35.31,31.55,32.1,32.1,4.32,12.19,77.53,3.03,5114448844.0,5114448844.0,-0.03,-0.35,-5.35,22.97
119,120,300093,*ST金刚,12.55,5.91,0.7,130828.0,158612329.02,8.1,12.56,11.6,11.86,11.85,0.99,6.07,-5.37,-2.94,2710800000.0,2706492840.0,0.32,0.24,3.46,-9.12
120,121,301662,宏工科技,76.11,5.87,4.22,35538.0,269784505.44,9.39,79.0,72.25,72.25,71.89,1.11,22.53,87.8,4.26,6088800000.0,1200736096.0,0.0,-0.07,186.13,186.13
121,122,002882,金龙羽,26.03,5.86,1.44,702107.0,1836401520.26,12.32,27.05,24.02,24.59,24.59,1.25,28.45,75.79,5.51,11268387000.0,6424390115.0,0.08,-0.65,50.72,64.96
122,123,300490,华自科技,8.5,5.85,0.47,361458.0,305522682.8,7.47,8.66,8.06,8.16,8.03,3.04,9.19,-11.82,1.46,3388700729.0,3342715202.0,0.12,0.24,-6.18,7.87
123,124,605388,均瑶健康,10.95,5.8,0.6,1185869.0,1245710666.0,14.88,11.2,9.66,9.91,10.35,1.26,19.75,150.71,3.7,6575299800.0,6575299800.0,1.39,2.15,78.34,74.09
