,SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_INCOME_YOY,OPERATE_INCOME,OPERATE_INCOME_YOY,INTEREST_INCOME,INTEREST_INCOME_YOY,EARNED_PREMIUM,EARNED_PREMIUM_YOY,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_YOY,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_YOY,TOI_OTHER,TOI_OTHER_YOY,TOTAL_OPERATE_COST,TOTAL_OPERATE_COST_YOY,OPERATE_COST,OPERATE_COST_YOY,INTEREST_EXPENSE,INTEREST_EXPENSE_YOY,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_YOY,RESEARCH_EXPENSE,RESEARCH_EXPENSE_YOY,SURRENDER_VALUE,SURRENDER_VALUE_YOY,NET_COMPENSATE_EXPENSE,NET_COMPENSATE_EXPENSE_YOY,NET_CONTRACT_RESERVE,NET_CONTRACT_RESERVE_YOY,POLICY_BONUS_EXPENSE,POLICY_BONUS_EXPENSE_YOY,REINSURE_EXPENSE,REINSURE_EXPENSE_YOY,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_YOY,OPERATE_TAX_ADD,OPERATE_TAX_ADD_YOY,SALE_EXPENSE,SALE_EXPENSE_YOY,MANAGE_EXPENSE,MANAGE_EXPENSE_YOY,ME_RESEARCH_EXPENSE,ME_RESEARCH_EXPENSE_YOY,FINANCE_EXPENSE,FINANCE_EXPENSE_YOY,FE_INTEREST_EXPENSE,FE_INTEREST_EXPENSE_YOY,FE_INTEREST_INCOME,FE_INTEREST_INCOME_YOY,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_YOY,TOC_OTHER,TOC_OTHER_YOY,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_YOY,INVEST_INCOME,INVEST_INCOME_YOY,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_YOY,NET_EXPOSURE_INCOME,NET_EXPOSURE_INCOME_YOY,EXCHANGE_INCOME,EXCHANGE_INCOME_YOY,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_YOY,ASSET_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME_YOY,CREDIT_IMPAIRMENT_INCOME,CREDIT_IMPAIRMENT_INCOME_YOY,OTHER_INCOME,OTHER_INCOME_YOY,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_YOY,OPERATE_PROFIT,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_YOY,TOTAL_PROFIT,TOTAL_PROFIT_YOY,INCOME_TAX,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_YOY,UNCONFIRM_INVEST_LOSS,UNCONFIRM_INVEST_LOSS_YOY,NETPROFIT,NETPROFIT_YOY,PRECOMBINE_PROFIT,PRECOMBINE_PROFIT_YOY,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_YOY,PARENT_NETPROFIT,PARENT_NETPROFIT_YOY,MINORITY_INTEREST,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE,NETPROFIT_BALANCE_YOY,BASIC_EPS,BASIC_EPS_YOY,DILUTED_EPS,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_YOY,PARENT_OCI,PARENT_OCI_YOY,MINORITY_OCI,MINORITY_OCI_YOY,PARENT_OCI_OTHER,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_YOY,UNABLE_OCI,UNABLE_OCI_YOY,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_YOY,ABLE_OCI,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_YOY,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_YOY,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_YOY,FINANCE_OCI_AMT,FINANCE_OCI_AMT_YOY,CONVERT_DIFF,CONVERT_DIFF_YOY,ABLE_OCI_OTHER,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_YOY,OCI_OTHER,OCI_OTHER_YOY,OCI_BALANCE,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI,PARENT_TCI_YOY,MINORITY_TCI,MINORITY_TCI_YOY,PRECOMBINE_TCI,PRECOMBINE_TCI_YOY,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_YOY,TCI_OTHER,TCI_OTHER_YOY,TCI_BALANCE,TCI_BALANCE_YOY,ACF_END_INCOME,ACF_END_INCOME_YOY,OPINION_TYPE
11,835207.BJ,835207,众诚科技,10492722,通用,2022-06-30 00:00:00,中报,2022中报,058001001,2022-08-08 00:00:00,2023-08-25 00:00:00,CNY,237765552.51,6.9528196077,237765552.51,6.9528196077,,,,,,,,,,,206362861.88,3.2626086196,168635330.47,-0.4254212752,,,,,13937824.22,33.386509649,,,,,,,,,,,,,1340407.27,61.9473502644,11992354.06,32.591950173,9254029.81,13.3277188084,,,1202916.05,-39.8483300054,1458873.99,-36.2960817903,283176.11,-43.1455049949,,,,,,,,,-272129.1,-7.5049003126,-272274.04,-6.8657529055,,,,,,,-184720.25,-156.3948013776,-6615528.25,-11.4647504042,1501717.69,-72.0035447938,,,0,,25832030.72,19.7605055328,10385.01,-94.5714428793,,,82121.97,,,,,,0,,25760293.76,18.3780223194,2539599.41,-10.8440586886,,,,,,,23220694.35,22.7792710923,,,23220694.35,22.7792710923,,,23476716.79,27.0836886071,-256022.44,-158.3032225101,22264636.04,61.823972882,,,,,0.32,28.0,0.32,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23220694.35,22.7792710923,23476716.79,27.0836886071,-256022.44,-158.3032225101,,,,,,,,,,,
12,835207.BJ,835207,众诚科技,10492722,通用,2022-03-31 00:00:00,一季报,2022一季报,058001001,2022-06-29 00:00:00,2023-04-26 00:00:00,CNY,79962873.44,27.6578547801,79962873.44,27.6578547801,,,,,,,,,,,77329125.17,21.0222793278,60546909.07,20.1027445124,,,,,6209334.44,35.2057541428,,,,,,,,,,,,,194622.8,133.3930218625,5837802.34,49.3195943537,3920443.36,-1.1829141926,,,620013.16,-33.4132879577,742674.27,-26.3198165874,,,,,,,,,,,-179968.88,-2.2396223751,,,,,,,,,-185413.34,-682.3674491044,-2660013.89,-67.8061585296,657717.69,-7.9801788173,,,0,,266069.85,111.4275736129,143004.49,-63.3666896903,,,,,,,,,0,,409074.34,121.0895618051,-227884.02,7.9460825948,,,,,,,636958.36,137.6420544147,,,,,,,786005.23,144.9965407565,-149046.87,-372.6451008186,114663.11,,,,,,0.01,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,835207.BJ,835207,众诚科技,10492722,通用,2021-12-31 00:00:00,年报,2021年报,058001001,2022-04-15 00:00:00,2023-04-26 00:00:00,CNY,514562653.49,12.4304165159,514562653.49,12.4304165159,,,,,,,,,,,469586190.2,14.8173931468,389931357.56,8.6114138078,,,,,29915456.65,67.8916125423,,,,,,,,,,,,,2416987.6,123.4738506885,22280616.65,40.4006675116,18105115.02,46.4354958707,,,6936656.72,144.4986067401,7521850.97,84.1794411568,892856.9,-38.0821814565,,,,,,,,,-2236949.5,-183.6086248027,-238742.73,62.1797032223,,,,,,,-608326.98,-479.5661820839,-6999291.15,-30.0764726967,12749912.54,201.0167535057,,,0,,47881808.2,2.6452223947,705429.71,1055774.43496483,,,74027.7,-87.2813727967,,,,,0,,48513210.21,5.3126433916,5315996.79,-7.0747831499,,,,,,,43197213.42,7.0691132133,,,43197213.42,7.0691132133,,,42845442.65,6.2539975995,351770.77,1531.4014290557,31482176.95,-16.2402868851,,,,,0.58,-3.3333333333,0.58,-3.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43197213.42,7.0691132133,42845442.65,6.2539975995,351770.77,1531.4014290557,,,,,,,,,,,标准无保留意见
14,835207.BJ,835207,众诚科技,10492722,通用,2021-09-30 00:00:00,三季报,2021三季报,058001001,2022-10-28 00:00:00,2022-10-28 00:00:00,CNY,307887776.04,,307887776.04,,,,,,,,,,,,293726297.19,,243587738.42,,,,,,16330742.62,,,,,,,,,,,,,,1487421.07,,14135017.26,,12122875.99,,,,6062501.83,,6503721.09,,670009.04,,,,,,,,,,-671621.16,,-704884.99,,,,,,,,-213842.26,,-5314911.64,,11510956.54,,,,0,,19472060.33,,1072579.0,,,,5562.44,,,,,,0,,20539076.89,,3003205.53,,,,,,,,17535871.36,,,,17535871.36,,,,18163560.91,,-627689.55,,7455665.98,,,,,,0.25,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17535871.36,,18163560.91,,-627689.55,,,,,,,,,,,,
15,835207.BJ,835207,众诚科技,10492722,通用,2021-06-30 00:00:00,中报,2021中报,058001001,2021-08-31 00:00:00,2022-08-08 00:00:00,CNY,222308821.2,110.4615502562,222308821.2,110.4615502562,,,,,,,,,,,199842774.3,108.8267366084,169355806.1,112.9287520859,,,,,10449200.79,95.9748288232,,,,,,,,,,,,,827680.89,258.910300274,9044556.66,85.2779484391,8165724.95,129.6141295966,,,1999804.91,-7.4634885986,2290085.18,8.6489430965,498071.63,1816.7755312996,,,,,,,,,-253131.81,19.1830558222,-254781.38,18.656400533,,,,,,,-72045.24,,-5935085.51,-4153.7006235984,5363956.54,56.1885481966,,,0,,21569740.88,63.422273657,191303.32,,,,,,,,,,0,,21761044.2,66.3844012249,2848491.5,30.4118969848,,,,,,,18912552.7,73.5964573009,,,18912552.7,73.5964573009,,,18473430.42,66.5360806486,439122.28,321.5554939342,13758552.36,62.344715322,,,,,0.25,47.0588235294,0.25,47.0588235294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18912552.7,73.5964573009,18473430.42,66.5360806486,439122.28,321.5554939342,,,,,,,,,,,
16,835207.BJ,835207,众诚科技,10492722,通用,2021-03-31 00:00:00,一季报,2021一季报,058001001,2022-06-29 00:00:00,2022-06-29 00:00:00,CNY,62638427.99,,62638427.99,,,,,,,,,,,,63896602.84,,50412594.08,,,,,,4592507.53,,,,,,,,,,,,,,83388.44,,3909602.33,,3967373.99,,,,931136.47,,1007970.17,,56923.46,,,,,,,,,,-176026.55,,-176026.55,,,,,,,,-23699.01,,-1585170.6,,714756.54,,,,0,,-2328314.47,,390367.37,,,,1753.42,,,,,,0,,-1939700.52,,-247554.94,,,,,,,,-1692145.58,,,,-1692145.58,,,,-1746812.57,,54666.99,,,,,,,,-0.02,,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1692145.58,,-1746812.57,,54666.99,,,,,,,,,,,,
17,835207.BJ,835207,众诚科技,10492722,通用,2020-12-31 00:00:00,年报,2020年报,058001001,2021-04-30 00:00:00,2022-09-07 00:00:00,CNY,457672104.61,48.4090801922,457672104.61,48.4090801922,,,,,,,,,,,408985239.37,51.556958936,359015083.12,55.0986999824,,,,,17818315.16,3.5755770954,,,,,,,,,,,,,1081552.76,76.7047108681,15869309.63,38.4569847796,12363884.12,54.0524033973,,,2837094.58,163.1860420054,4083979.69,133.194853501,1442003.16,43.7779452813,,,,,,,,,-788745.23,-256.4575577025,-631255.57,-221.6304978812,,,,,,,-104962.47,,-5380904.79,8.7467751755,4235615.59,167.2649934835,,,0,,46647868.34,34.3468342383,66.81,-99.4860413413,,,582041.59,1414.684467188,,,,,0,,46065893.56,32.7679629664,5720725.73,27.6305048113,,,,,,,40345167.83,33.5300991526,,,40345167.83,33.5300991526,,,40323605.34,30.5413722957,21562.49,103.1933348521,37586299.88,26.6427091454,,,,,0.6,27.6595744681,0.6,27.6595744681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40345167.83,33.5300991526,40323605.34,30.5413722957,21562.49,103.1933348521,,,,,,,,,,,标准无保留意见
18,835207.BJ,835207,众诚科技,10492722,通用,2020-06-30 00:00:00,中报,2020中报,058001001,2020-08-26 00:00:00,2021-08-31 00:00:00,CNY,105629185.44,15.1315775249,105629185.44,15.1315775249,,,,,,,,,,,95697886.94,18.5268765813,79536372.82,13.1300016685,,,,,5331909.64,39.2820554482,,,,,,,,,,,,,230609.4,-16.6588063151,4881615.29,104.6029265051,3556281.56,3.6593481577,,,2161098.23,321.5695759595,2107784.13,321.5411278084,25984.87,293.8575497194,,,,,,,,,-313216.26,-15801.1590185656,-313216.26,-15801.1590185656,,,,,,,,,146411.54,,3434282.86,90.6875536331,,,0,,13198776.64,8.5808086416,,,,,120000.0,,,,,,0,,13078776.64,7.5936188897,2184226.72,16.2032278619,,,,,,,10894549.92,6.0187788238,-404489.15,-8.3299184167,10894549.92,6.0187788238,,,11092749.6,6.0592075137,-198199.68,-8.3299172734,8474900.05,-5.9985923847,,,,,0.17,6.25,0.17,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10894549.92,6.0187788238,11092749.6,6.0592075137,-198199.68,-8.3299172734,,,,,,,,,,,
19,835207.BJ,835207,众诚科技,10492722,通用,2019-12-31 00:00:00,年报,2019年报,058001001,2020-04-07 00:00:00,2022-09-07 00:00:00,CNY,308385513.89,39.9175934827,308385513.89,39.9175934827,,,,,,,,,,,269855796.95,33.3819738415,231475236.84,32.5776953224,,,,,17203201.43,65.3283782504,,,,,,,,,,,,,612067.87,4.5551328204,11461545.01,24.2645096183,8025765.16,28.6438164552,,,1077980.64,-15.052556934,1751316.39,,1002937.66,209.3897258458,,,,,,,,,504127.28,356.9568041829,518994.48,,,,,,,,,,-5896673.57,,1584799.99,-37.2679416538,,,0,,34721970.64,70.4904791772,12999.1,-22.8540059347,,,38426.59,2160.3876470588,,,,,0,,34696543.15,70.2389871116,4482255.82,58.9079875005,,,,,,,30214287.33,72.0590411403,,,30214287.33,72.0590411403,,,30889521.56,79.1239521958,-675234.23,-313.9228351145,29679008.08,70.5477427882,,,,,0.47,56.6666666667,0.47,56.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30214287.33,72.0590411403,30889521.56,79.1239521958,-675234.23,-313.9228351145,,,,,,,,,,,标准无保留意见
20,835207.BJ,835207,众诚科技,10492722,通用,2019-06-30 00:00:00,中报,2019中报,058001001,2019-07-26 00:00:00,2020-08-26 00:00:00,CNY,91746493.63,33.2682195176,91746493.63,33.2682195176,,,,,,,,,,,80739398.27,21.323451169,70305287.41,24.2689229934,,,,,3828138.25,5.1050279523,,,,,,,,,,,,,276705.18,61.3237252968,2385897.1,70.9822385794,3430738.88,5.1583376283,,,512631.45,18.6413464629,500018.62,,6597.53,,,,,,,,,,-1969.77,93.5281064117,-1969.77,93.5281064117,,,,,,,-650407.84,,,,1801000.01,260.200002,,,0,,12155717.76,339.7594760808,,,,,,,,,,,0,,12155717.76,191.9118490758,1879660.97,173.5808410548,,,,,,,10276056.79,195.5339544449,-373386.37,3.2131278066,10276056.79,195.5339544449,,,10459016.11,185.2861983651,-182959.32,3.2131286991,9015716.11,339.5447453309,,,,,0.16,166.6666666667,0.16,166.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10276056.79,195.5339544449,10459016.11,185.2861983651,-182959.32,3.2131286991,,,,,,,,,,,
21,835207.BJ,835207,众诚科技,10492722,通用,2018-12-31 00:00:00,年报,2018年报,058001001,2019-04-19 00:00:00,2022-04-29 00:00:00,CNY,220405101.47,69.4274800943,220405101.47,69.4274800943,,,,,,,,,,,202318041.32,63.1750252707,174595912.44,67.7760558086,,,,,10405474.01,,,,,,,,,,,,,,585402.03,6.9327334064,9223506.41,118.747834194,6238749.27,-53.5563521669,,,1268997.16,300.9910034863,,,324166.44,,,,,,,,,,-196191.45,17.593091732,,,,,,,,,-51239.29,,,,2526300.0,,,,0,,20365929.41,247.4390454032,16850.0,-95.1923958939,,,1700.0,-13.9240506329,,,,,0,,20381079.41,228.1851191763,2820661.12,1078.1557137581,,,,,,,17560418.29,194.1036943423,,,17560418.29,194.1036943423,,,17244774.46,185.7887615611,315643.83,598.8625111837,17402169.97,203.2865820408,,,,,0.3,233.3333333333,0.3,233.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17560418.29,194.1036943423,17244774.46,185.7887615611,315643.83,598.8625111837,,,,,,,,,,,标准无保留意见
22,835207.BJ,835207,众诚科技,10492722,通用,2018-06-30 00:00:00,中报,2018中报,058001001,2018-08-13 00:00:00,2019-07-26 00:00:00,CNY,68843490.19,46.9370600126,68843490.19,46.9370600126,,,,,,,,,,,66548880.28,49.7650464423,56575116.06,48.2356420756,,,,,3642202.78,94.7149280896,,,,,,,,,,,,,171521.69,-21.5160100363,1395406.4,-5.8295696602,3262450.66,33.0012211022,,,432084.99,241.4329134628,,,,,1070097.7,94.0152239456,,,,,,,-30435.76,,-30435.76,,,,,,,,,,,,500000.0,,,,0,,2764174.15,14.371197705,1400000.0,424116.714138537,,,,,,,,,0,,4164174.15,72.274442395,687058.7,13.6021833036,,,,,,,3477115.45,91.8534401165,-385782.04,-9401.8802677793,3477115.45,91.8534401165,,,3666148.65,102.0617415128,-189033.2,-9401.8774221762,2051148.65,13.0707203785,,,,,0.06,100.0,0.06,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3477115.45,91.8534401165,3666148.65,102.0617415128,-189033.2,-9401.8774221762,,,,,,,,,,,
23,835207.BJ,835207,众诚科技,10492722,通用,2017-12-31 00:00:00,年报,2017年报,058001001,2018-04-11 00:00:00,2020-04-08 00:00:00,CNY,130088165.95,13.2118498307,130088165.95,13.2118498307,,,,,,,,,,,123988362.18,17.3550447316,104064856.93,14.9926908975,,,,,,,,,,,,,,,,,,,547448.86,34.22127386,4216501.82,-2.1303133352,13432944.14,31.4439868133,,,-631370.13,-102.6131042326,,,,,2357980.56,343.763462865,,,,,,,-238076.46,,,,,,,,,,,,,,,,,,0,,5861727.31,-36.6607638531,350486.43,-89.2169368639,,,1975.0,-40.083064592,,,,,0,,6210238.74,-50.3242186408,239413.27,-90.3732660133,,,,,,,5970825.47,-40.378670694,-101187.97,,5970825.47,-40.378670694,,,6034098.18,-39.7468647406,-63272.71,,5737863.46,-19.0078673703,,,,,0.09,-40.0,0.09,-40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5970825.47,-40.378670694,6034098.18,-39.7468647406,-63272.71,,,,,,,,,,,,标准无保留意见
24,835207.BJ,835207,众诚科技,10492722,通用,2017-06-30 00:00:00,中报,2017中报,058001001,2017-08-18 00:00:00,2018-08-13 00:00:00,CNY,46852366.71,3.18388754,46852366.71,3.18388754,,,,,,,,,,,44435522.08,6.246104033,38165663.31,3.9510377991,,,,,1870530.84,,,,,,0.0,,,,,,,,218543.54,35.7052366569,1481788.28,7.3885921511,2452947.9,-33.8233186229,,,-305505.26,36.0271638853,,,,,551553.47,63.0983777321,,,0.0,,,,,,,,,,,,,,,,,,,,,,0,,2416844.63,-32.5557079551,330.02,-99.977245367,,,,,,,0.0,,0,,2417174.65,-51.981210153,604793.57,-39.3057154342,,,,,,,1812381.08,-55.1096496645,-4060.06,,1812381.08,,,,1814370.51,-55.0603740399,-1989.43,,1814040.49,-33.9000391803,,,,,0.03,-50.0,0.03,-50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812381.08,,1814370.51,,-1989.43,,,,,,,,,,,,
25,835207.BJ,835207,众诚科技,10492722,通用,2016-12-31 00:00:00,年报,2016年报,058001001,2017-03-23 00:00:00,2020-04-08 00:00:00,CNY,114906846.01,2.2736538826,114906846.01,2.2736538826,,,,,,,,,,,105652349.64,-1.6957871769,90496931.69,-5.9399378113,,,,,,,,,,,,,,,,,,,407870.41,11.5719411252,4308281.72,16.2445213166,10219519.71,46.3044367255,,,-311613.67,75.2227047964,,,,,531359.78,-63.6999913991,,,,,,,,,,,,,,,,,,,,,,,,,0,,9254496.37,89.7405642592,3250342.0,1069.3979248933,,,3296.23,-62.4874246045,,,,,0,,12501542.14,142.908261494,2486962.56,480.4501583612,,,,,,,10014579.58,112.2562015701,,,10014579.58,,,,10014579.58,112.2562015701,,,7084470.15,147.515470673,,,,,0.15,114.2857142857,0.15,114.2857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10014579.58,112.2562015701,10014579.58,,,,,,,,,,,,,,标准无保留意见
26,835207.BJ,835207,众诚科技,10492722,通用,2016-06-30 00:00:00,中报,2016中报,058001001,2016-08-02 00:00:00,2017-08-18 00:00:00,CNY,45406669.42,6.0050658571,45406669.42,6.0050658571,,,,,,,,,,,41823201.41,1.1201260795,36715038.27,1.0181420137,,,,,,,,,,,,,,,,,,,161042.82,30.3733499001,1379837.7,2.522530713,3706665.02,54.1606874094,,,-477554.66,48.2234512442,,,,,338172.26,-83.6111845055,,,,,,,,,,,,,,,,,,,,,,,,,0,,3583468.01,143.0268448215,1450342.0,146399.191919192,,,,,,,,,0,,5033810.01,241.1590989156,996458.85,815.5623464377,,,,,,,4037351.16,150.0283191121,,,,,,,4037351.16,150.0283191121,,,2744389.66,575.9329881983,,,,,0.06,200.0,0.06,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,835207.BJ,835207,众诚科技,10492722,通用,2015-12-31 00:00:00,年报,2015年报,058001001,2017-03-23 00:00:00,2017-03-23 00:00:00,CNY,112352342.61,11.3531301952,112352342.61,11.3531301952,,,,,,,,,,,107474895.13,10.279717936,96211856.11,8.0769498866,,,,,,,,,,,,,,,,,,,365567.19,3.086982118,3706223.46,1.9972274829,6985105.81,34.0822717739,,,-1257658.14,2.9575947843,,,,,1463800.7,174.5547701149,,,,,,,,,,,,,,,,,,,,,,,,,0,,4877447.48,41.7570875427,277950.04,179.2028511132,,,8787.0,-58.8349547311,,,,,0,,5146610.52,46.2556688627,428454.11,-46.0481597373,,,,,,,4718156.41,73.1578590873,,,,,,,4718156.41,73.1578590873,,,2862233.27,123.3972004992,,,,,0.07,75.0,0.07,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4718156.41,73.1578590873,,,,,,,,,,,,,,,标准无保留意见
28,835207.BJ,835207,众诚科技,10492722,通用,2015-06-30 00:00:00,中报,2015中报,058001001,2016-08-02 00:00:00,2016-08-02 00:00:00,CNY,42834433.48,,42834433.48,,,,,,,,,,,,41359918.18,,36344994.61,,,,,,,,,,,,,,,,,,,,123524.34,,1345887.28,,2404416.51,,,,-922337.76,,,,,,2063433.2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1474515.3,,990.0,,,,3.1,,,,,,0,,1475502.2,,-139255.35,,,,,,,,1614757.55,,,,,,,,1614757.55,,,,406015.05,,,,,,0.02,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614757.55,,1614757.55,,,,,,,,,,,,,,标准无保留意见
29,835207.BJ,835207,众诚科技,10492722,通用,2014-12-31 00:00:00,年报,2014年报,058001001,2016-03-28 00:00:00,2016-03-28 00:00:00,CNY,100897336.62,-18.2146876108,100897336.62,-18.2146876108,,,,,,,,,,,97456628.6,-18.4224769658,89021624.14,-18.7703964531,,,,,,,,,,,,,,,,,,,354620.13,84.1451174326,3633651.18,8.1170955923,5209567.02,29.344713797,,,-1295988.22,-327.7675249239,,,,,533154.35,-69.0455022933,,,,,,,,,,,,,,,,,,,,,,,,,0,,3440708.02,-11.8553433737,99551.29,148.7374396092,,,21345.78,672.2310856423,,,,,0,,3518913.53,-10.7041841873,794141.79,749.5179578924,,,,,,,2724771.74,-29.1762272582,,,,,,,2724771.74,-29.1762272582,,,1281230.59,-66.1698921605,,,,,0.04,-33.3333333333,0.04,-33.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2724771.74,-29.1762272582,2724771.74,,,,,,,,,,,,,,标准无保留意见
30,835207.BJ,835207,众诚科技,10492722,通用,2013-12-31 00:00:00,年报,2013年报,058001001,2015-10-21 00:00:00,2015-10-21 00:00:00,CNY,123368528.74,,123368528.74,,,,,,,,,,,,119465049.9,,109592587.25,,,,,,,,,,,,,,,,,,,,192576.45,,3360847.94,,4027661.33,,,,568996.05,,,,,,1722380.88,,,,,,,,,,,,,,,,,,,,,,,,,,0,,3903478.84,,40022.64,,,,2764.17,,,,,,0,,3940737.31,,93481.46,,,,,,,,3847255.85,,,,,,,,3847255.85,,,,3787249.5,,,,,,0.06,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3847255.85,,,,,,,,,,,,,,,,标准无保留意见
